"server name","server id","idle latency","idle jitter","packet loss","download","upload","download bytes","upload bytes","share url","download server count","download latency","download latency jitter","download latency low","download latency high","upload latency","upload latency jitter","upload latency low","upload latency high","idle latency low","idle latency high","timestamp","datetime""PQ.Hosting - Riba de Ave","57814","35.6786","10.9642","0","3212539","4269462","31957350","59152878","https://www.speedtest.net/result/c/a2595f75-be93-455f-8f70-f10be0675f85","1","42.1994","19.0676","17.627","295.645","120.37","42.0937","15.236","1261.79","26.414","43.08","1712866724.127648","2024-04-11 21:18:44.127648"
"PQ.Hosting - Riba de Ave","57814","37.0351","8.68225","0","3474431","3090400","33787114","20735262","https://www.speedtest.net/result/c/b339c7ac-e66f-4268-a446-a3b5e962c138","1","49.3678","19.5111","21.005","304.764","302.735","73.8204","43.148","897.412","29.947","44.868","1712866813.102578","2024-04-11 21:20:13.102578"
"PQ.Hosting - Riba de Ave","57814","41.4611","23.3355","0","3857188","3108503","37067814","34732090","https://www.speedtest.net/result/c/a145a7c1-bd20-4047-bedb-91235e9f842f","1","58.5196","31.3497","20.913","350.282","495.7","82.4293","21.776","1620.75","34.782","78.606","1712866894.401769","2024-04-11 21:21:34.401769"
